	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CCDC39	0	0.91252489831138	0.67	0.009	0	Ciliated cells	CCDC39
DNALI1	0	0.911235515593193	0.696	0.035	0	Ciliated cells	DNALI1
CFAP157	0	0.9049721260247	0.699	0.014	0	Ciliated cells	CFAP157
WDR78	0	0.904866120957319	0.681	0.012	0	Ciliated cells	WDR78
FAM174A	0	0.903592078786174	0.743	0.078	0	Ciliated cells	FAM174A
ZBBX	0	0.898271332852027	0.694	0.011	0	Ciliated cells	ZBBX
DDR1	0	0.891535655110935	0.726	0.094	0	Ciliated cells	DDR1
CYSTM1	0	0.888635930402456	0.812	0.237	0	Ciliated cells	CYSTM1
SPEF2	0	0.88603850350623	0.692	0.028	0	Ciliated cells	SPEF2
STMND1	0	0.866145342752683	0.653	0.01	0	Ciliated cells	STMND1
TSPAN31	0	0.865259931413409	0.888	0.382	0	Ciliated cells	TSPAN3
SOX2	0	0.865044724271168	0.659	0.022	0	Ciliated cells	SOX2
TCTN1	0	0.864858947198417	0.699	0.054	0	Ciliated cells	TCTN1
DYNLL1	0	0.861371229673473	0.948	0.651	0	Ciliated cells	DYNLL1
APP	0	0.854002087697983	0.847	0.299	0	Ciliated cells	APP
CALM11	0	0.85292237635572	1	0.954	0	Ciliated cells	CALM1
C9orf135	0	0.849216223254973	0.664	0.01	0	Ciliated cells	C9orf135
SOX4	0	0.845568942257398	0.625	0.178	0	Ciliated cells	SOX4
RFX3	0	0.843917305414963	0.671	0.04	0	Ciliated cells	RFX3
C21orf58	0	0.842750812935229	0.672	0.013	0	Ciliated cells	C21orf58
RP1	0	0.8421017423886	0.66	0.014	0	Ciliated cells	RP1
ROPN1L	0	0.841946270786662	0.647	0.011	0	Ciliated cells	ROPN1L
MUC15	0	0.839114010069745	0.655	0.052	0	Ciliated cells	MUC15
FAM166B	0	0.830246348017534	0.656	0.009	0	Ciliated cells	FAM166B
ATP5IF1	0	0.821904229749214	0.759	0.266	0	Ciliated cells	ATP5IF1
NEK5	0	0.820500825841474	0.633	0.01	0	Ciliated cells	NEK5
IQCG	0	0.815445362883404	0.661	0.035	0	Ciliated cells	IQCG
UBXN10	0	0.811953552653907	0.663	0.023	0	Ciliated cells	UBXN10
AC013264.1	0	0.808676752410952	0.624	0.012	0	Ciliated cells	AC013264.1
MARCKS1	0	0.801648889825833	0.765	0.155	0	Ciliated cells	MARCKS
FAM81B	0	0.800277173285137	0.642	0.01	0	Ciliated cells	FAM81B
AL357093.2	0	0.799045525901749	0.557	0.008	0	Ciliated cells	AL357093.2
ODF2L	0	0.798791587690477	0.704	0.12	0	Ciliated cells	ODF2L
DRC1	0	0.796605822851623	0.64	0.009	0	Ciliated cells	DRC1
TUBA4B	0	0.793753183196358	0.649	0.009	0	Ciliated cells	TUBA4B
WRB	0	0.793265220350923	0.68	0.059	0	Ciliated cells	WRB
KIF9	0	0.791187027859581	0.667	0.046	0	Ciliated cells	KIF9
IQCA1	0	0.790267709964806	0.633	0.023	0	Ciliated cells	IQCA1
DSTN1	0	0.78902675264455	0.9	0.423	0	Ciliated cells	DSTN
IRX31	0	0.788702880783921	0.693	0.12	0	Ciliated cells	IRX3
UFC1	0	0.788527146927463	0.742	0.209	0	Ciliated cells	UFC1
DNAH9	0	0.786872859676738	0.618	0.009	0	Ciliated cells	DNAH9
VWA3B	0	0.78643068671939	0.62	0.008	0	Ciliated cells	VWA3B
TMC5	0	0.785654039323755	0.611	0.068	0	Ciliated cells	TMC5
CCDC74A	0	0.785206637798868	0.646	0.012	0	Ciliated cells	CCDC74A
HHLA2	0	0.784275364315976	0.623	0.008	0	Ciliated cells	HHLA2
ABHD2	0	0.780229113272237	0.778	0.287	0	Ciliated cells	ABHD2
HYDIN	0	0.777409182696077	0.625	0.009	0	Ciliated cells	HYDIN
TSPAN6	0	0.769150825475728	0.602	0.036	0	Ciliated cells	TSPAN6
OSCP1	0	0.766446915878593	0.656	0.024	0	Ciliated cells	OSCP1
CFAP126	0	0.762865080028132	0.623	0.009	0	Ciliated cells	CFAP126
DZIP3	0	0.762699370369559	0.631	0.039	0	Ciliated cells	DZIP3
CYB561	0	0.762640230476701	0.692	0.1	0	Ciliated cells	CYB561
DNAH7	0	0.746513102516079	0.609	0.013	0	Ciliated cells	DNAH7
FHAD1	0	0.745331067954297	0.623	0.034	0	Ciliated cells	FHAD1
OSBPL6	0	0.741271190603315	0.558	0.018	0	Ciliated cells	OSBPL6
NEK11	0	0.740871247141251	0.609	0.021	0	Ciliated cells	NEK11
SPAG16	0	0.73651560761839	0.628	0.033	0	Ciliated cells	SPAG16
WDR66	0	0.736510470316639	0.623	0.015	0	Ciliated cells	WDR66
C1orf87	0	0.735311254267669	0.613	0.007	0	Ciliated cells	C1orf87
CIB1	0	0.73435273065278	0.759	0.256	0	Ciliated cells	CIB1
YWHAE	0	0.733437043770805	0.966	0.753	0	Ciliated cells	YWHAE
CFAP52	0	0.73337866656532	0.623	0.009	0	Ciliated cells	CFAP52
CABCOCO1	0	0.732386493808276	0.601	0.009	0	Ciliated cells	CABCOCO1
TUSC3	0	0.731685629618008	0.608	0.033	0	Ciliated cells	TUSC3
LINC01765	0	0.731122300681703	0.592	0.01	0	Ciliated cells	LINC01765
CC2D2A	0	0.730481178342225	0.626	0.039	0	Ciliated cells	CC2D2A
TMC4	0	0.729556826255136	0.64	0.066	0	Ciliated cells	TMC4
TMEM59	0	0.727311510795431	0.909	0.517	0	Ciliated cells	TMEM59
DYNLT1	0	0.725211355710523	0.714	0.204	0	Ciliated cells	DYNLT1
BBOF1	0	0.724022460223669	0.606	0.017	0	Ciliated cells	BBOF1
TMEM190	0	0.722506234917105	0.383	0.007	0	Ciliated cells	TMEM190
TTC25	0	0.722115187966957	0.605	0.01	0	Ciliated cells	TTC25
CCDC181	0	0.721661776156585	0.574	0.011	0	Ciliated cells	CCDC181
FOXA1	0	0.72097586552169	0.62	0.063	0	Ciliated cells	FOXA1
SELENOW	0	0.720462648745153	0.79	0.31	0	Ciliated cells	SELENOW
TRAF3IP1	0	0.719068302840905	0.604	0.04	0	Ciliated cells	TRAF3IP1
SPATA17	0	0.718326768250676	0.594	0.01	0	Ciliated cells	SPATA17
CFAP300	0	0.715583216266468	0.57	0.011	0	Ciliated cells	CFAP300
NME5	0	0.715145884982433	0.59	0.013	0	Ciliated cells	NME5
CFAP44	0	0.71440813181287	0.569	0.022	0	Ciliated cells	CFAP44
CRNDE1	0	0.714249846444303	0.667	0.081	0	Ciliated cells	CRNDE
PACRG	0	0.712848336177916	0.606	0.009	0	Ciliated cells	PACRG
HSBP1	0	0.710242596147754	0.764	0.224	0	Ciliated cells	HSBP1
RABL2A	0	0.709482775694594	0.611	0.033	0	Ciliated cells	RABL2A
SPINT21	0	0.706647827393261	0.828	0.339	0	Ciliated cells	SPINT2
ODF3B	0	0.705386884494933	0.585	0.044	0	Ciliated cells	ODF3B
C10orf95	0	0.702954001459299	0.594	0.012	0	Ciliated cells	C10orf95
CALM2	0	0.702235141501907	0.974	0.779	0	Ciliated cells	CALM2
FAM229B	0	0.69948766338265	0.593	0.021	0	Ciliated cells	FAM229B
DNAH10	0	0.699184882880572	0.59	0.011	0	Ciliated cells	DNAH10
DNAH6	0	0.698918620108091	0.588	0.014	0	Ciliated cells	DNAH6
RUVBL1	0	0.691999508756088	0.623	0.069	0	Ciliated cells	RUVBL1
FANK1	0	0.691287333439636	0.591	0.012	0	Ciliated cells	FANK1
NQO1	0	0.691190317877375	0.378	0.035	0	Ciliated cells	NQO1
DRC3	0	0.689847635464092	0.583	0.012	0	Ciliated cells	DRC3
C11orf97	0	0.687906312867303	0.557	0.007	0	Ciliated cells	C11orf97
WDR38	0	0.684664232251723	0.552	0.007	0	Ciliated cells	WDR38
DYNLRB2	0	0.684654949868812	0.584	0.009	0	Ciliated cells	DYNLRB2
C6	0	0.684251554722469	0.524	0.007	0	Ciliated cells	C6
EPHX11	0	0.683791715367212	0.673	0.194	0	Ciliated cells	EPHX1
MLF1	0	0.683542294221584	0.633	0.089	0	Ciliated cells	MLF1
WDR63	0	0.683388643329168	0.586	0.009	0	Ciliated cells	WDR63
DYDC2	0	0.683263410207188	0.559	0.008	0	Ciliated cells	DYDC2
EPCAM1	0	0.678613543313654	0.712	0.145	0	Ciliated cells	EPCAM
CELSR1	0	0.678210882453011	0.596	0.043	0	Ciliated cells	CELSR1
OMG	0	0.674298972892465	0.393	0.008	0	Ciliated cells	OMG
AK7	0	0.674009148903732	0.576	0.01	0	Ciliated cells	AK7
IGFBP21	0	0.673141774171133	0.587	0.102	0	Ciliated cells	IGFBP2
DNPH1	0	0.669691301238365	0.608	0.07	0	Ciliated cells	DNPH1
MSI2	0	0.663383466848962	0.605	0.104	0	Ciliated cells	MSI2
PPIL6	0	0.663061515723214	0.574	0.014	0	Ciliated cells	PPIL6
MOK	0	0.662386195168124	0.587	0.026	0	Ciliated cells	MOK
MAPK15	0	0.660452408688953	0.566	0.012	0	Ciliated cells	MAPK15
TAX1BP1	0	0.659402949031829	0.854	0.48	0	Ciliated cells	TAX1BP1
INHBB	0	0.659198233185055	0.524	0.016	0	Ciliated cells	INHBB
EZR	0	0.658931622204816	0.97	0.738	0	Ciliated cells	EZR
CFAP65	0	0.656707204038206	0.57	0.01	0	Ciliated cells	CFAP65
VSTM2L	0	0.652023573249094	0.523	0.013	0	Ciliated cells	VSTM2L
TSPAN19	0	0.65051711716307	0.476	0.005	0	Ciliated cells	TSPAN19
PRSS12	0	0.649147446819056	0.547	0.016	0	Ciliated cells	PRSS12
NUDC	0	0.648440421102957	0.662	0.168	0	Ciliated cells	NUDC
MT-ATP6	0	0.648170474247812	0.998	0.999	0	Ciliated cells	MT-ATP6
SPA17	0	0.644493028422296	0.569	0.027	0	Ciliated cells	SPA17
CCDC191	0	0.644270684712388	0.569	0.027	0	Ciliated cells	CCDC191
TSTD11	0	0.640724017515475	0.661	0.161	0	Ciliated cells	TSTD1
VNN3	0	0.639568218844118	0.428	0.021	0	Ciliated cells	VNN3
GPC3	0	0.639360474467666	0.409	0.026	0	Ciliated cells	GPC3
AK9	0	0.637569905922352	0.553	0.036	0	Ciliated cells	AK9
HDGF	0	0.637565389494564	0.781	0.326	0	Ciliated cells	HDGF
GTF2I	0	0.637352480997205	0.814	0.382	0	Ciliated cells	GTF2I
UBAC1	0	0.637186474948895	0.642	0.13	0	Ciliated cells	UBAC1
CFAP221	0	0.637089432563161	0.571	0.026	0	Ciliated cells	CFAP221
JPT2	0	0.636930592372554	0.593	0.065	0	Ciliated cells	JPT2
PCM1	0	0.634558265204057	0.721	0.248	0	Ciliated cells	PCM1
MT-ND4	0	0.634079762626402	0.997	1	0	Ciliated cells	MT-ND4
ENAH	0	0.632940515483054	0.573	0.066	0	Ciliated cells	ENAH
TMBIM61	0	0.630388927660879	0.994	0.947	0	Ciliated cells	TMBIM6
STOML3	0	0.629776290362789	0.521	0.007	0	Ciliated cells	STOML3
TOGARAM2	0	0.624597119171968	0.554	0.018	0	Ciliated cells	TOGARAM2
DNAAF4	0	0.623668592134736	0.58	0.054	0	Ciliated cells	DNAAF4
AZIN1	0	0.621985951556761	0.725	0.274	0	Ciliated cells	AZIN1
TCTN2	0	0.620079143191788	0.568	0.033	0	Ciliated cells	TCTN2
SMIM22	0	0.619816133010633	0.544	0.037	0	Ciliated cells	SMIM22
SCGB2A1	0	0.619809329796287	0.421	0.01	0	Ciliated cells	SCGB2A1
ANXA4	0	0.619309014026249	0.696	0.219	0	Ciliated cells	ANXA4
SPACA9	0	0.618607115674424	0.54	0.016	0	Ciliated cells	SPACA9
FABP6	0	0.617574934834572	0.5	0.007	0	Ciliated cells	FABP6
C6orf118	0	0.615476933021726	0.548	0.007	0	Ciliated cells	C6orf118
HSPBP1	0	0.614499412130081	0.582	0.078	0	Ciliated cells	HSPBP1
WLS	0	0.613993985329747	0.61	0.101	0	Ciliated cells	WLS
FGF14	0	0.613946312849464	0.473	0.007	0	Ciliated cells	FGF14
DSP	0	0.613748255035647	0.546	0.037	0	Ciliated cells	DSP
PLEKHB1	0	0.610772226369215	0.556	0.053	0	Ciliated cells	PLEKHB1
DNAJA41	0	0.60966228104331	0.862	0.375	0	Ciliated cells	DNAJA4
TCTEX1D1	0	0.608606787151035	0.538	0.015	0	Ciliated cells	TCTEX1D1
CFAP45	0	0.608432448108848	0.538	0.009	0	Ciliated cells	CFAP45
PRKAR1A1	0	0.607865643520324	0.839	0.467	0	Ciliated cells	PRKAR1A
ALCAM	0	0.607364184810041	0.721	0.259	0	Ciliated cells	ALCAM
MAP9	0	0.606988115430349	0.521	0.045	0	Ciliated cells	MAP9
CCDC65	0	0.606781587727278	0.55	0.015	0	Ciliated cells	CCDC65
PLAC8	0	0.605204722467872	0.585	0.143	0	Ciliated cells	PLAC8
RAB36	0	0.604873338837007	0.535	0.012	0	Ciliated cells	RAB36
PROM1	0	0.604706140823771	0.419	0.011	0	Ciliated cells	PROM1
WDR60	0	0.603891675425362	0.587	0.092	0	Ciliated cells	WDR60
CDH11	0	0.603681163049939	0.67	0.191	0	Ciliated cells	CDH1
NPHP1	0	0.603387958484846	0.544	0.02	0	Ciliated cells	NPHP1
C17orf97	0	0.602290067700556	0.527	0.017	0	Ciliated cells	C17orf97
ERGIC3	0	0.599018067815363	0.677	0.201	0	Ciliated cells	ERGIC3
LAMC2	0	0.5986412401616	0.548	0.031	0	Ciliated cells	LAMC2
SHROOM3	0	0.598346222295166	0.593	0.096	0	Ciliated cells	SHROOM3
CFAP70	0	0.59562057196124	0.518	0.01	0	Ciliated cells	CFAP70
SYNE21	0	0.594125220828625	0.729	0.222	0	Ciliated cells	SYNE2
ELK3	0	0.591539246793432	0.584	0.085	0	Ciliated cells	ELK3
DNAL1	0	0.589047513838715	0.534	0.034	0	Ciliated cells	DNAL1
CASC1	0	0.588222117458822	0.508	0.008	0	Ciliated cells	CASC1
ZC2HC1A	0	0.588204008632808	0.574	0.091	0	Ciliated cells	ZC2HC1A
RGS22	0	0.587333631331024	0.482	0.007	0	Ciliated cells	RGS22
PTGES3	0	0.586849325609882	0.828	0.438	0	Ciliated cells	PTGES3
CCDC81	0	0.585390356200592	0.449	0.008	0	Ciliated cells	CCDC81
LZTFL1	0	0.584996085976736	0.567	0.057	0	Ciliated cells	LZTFL1
FLNB	0	0.583665376050789	0.577	0.087	0	Ciliated cells	FLNB
DNAI2	0	0.583163632777231	0.519	0.007	0	Ciliated cells	DNAI2
LRRC10B	0	0.582714999270658	0.509	0.006	0	Ciliated cells	LRRC10B
DLEC1	0	0.582031464745134	0.503	0.011	0	Ciliated cells	DLEC1
MAP1A	0	0.581807310977027	0.513	0.025	0	Ciliated cells	MAP1A
HSPB11	0	0.580700530848818	0.579	0.089	0	Ciliated cells	HSPB11
BCAS1	0	0.579950017699801	0.437	0.012	0	Ciliated cells	BCAS1
CFAP298	0	0.578972499444559	0.583	0.074	0	Ciliated cells	CFAP298
DPY30	0	0.578746440936635	0.61	0.144	0	Ciliated cells	DPY30
CCDC88C1	0	0.577231047986028	0.653	0.155	0	Ciliated cells	CCDC88C
CCP110	0	0.576610601112614	0.565	0.07	0	Ciliated cells	CCP110
RSPH3	0	0.575544675743589	0.571	0.092	0	Ciliated cells	RSPH3
TM9SF2	0	0.575537814677295	0.77	0.376	0	Ciliated cells	TM9SF2
TMEM67	0	0.574802976060016	0.529	0.019	0	Ciliated cells	TMEM67
DNAH11	0	0.573758030647573	0.489	0.009	0	Ciliated cells	DNAH11
DTHD1	0	0.57185041407251	0.52	0.024	0	Ciliated cells	DTHD1
LRIG1	0	0.57149645540575	0.543	0.066	0	Ciliated cells	LRIG1
CCDC40	0	0.571320725116286	0.531	0.013	0	Ciliated cells	CCDC40
CCDC30	0	0.567340484426984	0.492	0.018	0	Ciliated cells	CCDC30
IFT27	0	0.56608571472991	0.532	0.04	0	Ciliated cells	IFT27
MORN3	0	0.560998216291864	0.488	0.014	0	Ciliated cells	MORN3
RFX2	0	0.560864891846629	0.549	0.053	0	Ciliated cells	RFX2
C5orf15	0	0.560729392917036	0.618	0.142	0	Ciliated cells	C5orf15
MAP6	0	0.560624189007681	0.496	0.012	0	Ciliated cells	MAP6
VWA3A	0	0.559548237638892	0.483	0.009	0	Ciliated cells	VWA3A
MORN5	0	0.559109286071478	0.485	0.006	0	Ciliated cells	MORN5
CACNG6	0	0.558791842492979	0.492	0.006	0	Ciliated cells	CACNG6
HSD17B13	0	0.558170676334684	0.34	0.019	0	Ciliated cells	HSD17B13
KIF3A	0	0.557418475314391	0.532	0.06	0	Ciliated cells	KIF3A
MORF4L2	0	0.556511553459181	0.786	0.373	0	Ciliated cells	MORF4L2
PLEKHS1	0	0.554980275675826	0.434	0.014	0	Ciliated cells	PLEKHS1
DMKN	0	0.55458773449969	0.547	0.053	0	Ciliated cells	DMKN
ARHGAP18	0	0.554162451648029	0.712	0.276	0	Ciliated cells	ARHGAP18
SPAG8	0	0.554100787452221	0.493	0.01	0	Ciliated cells	SPAG8
GPR162	0	0.55367515930312	0.487	0.013	0	Ciliated cells	GPR162
MYH14	0	0.552321938778391	0.554	0.07	0	Ciliated cells	MYH14
RSPH9	0	0.551675068913754	0.491	0.006	0	Ciliated cells	RSPH9
DNAAF3	0	0.551455315475504	0.509	0.008	0	Ciliated cells	DNAAF3
DNAI1	0	0.550996528030477	0.507	0.007	0	Ciliated cells	DNAI1
FAM227A	0	0.549534444259423	0.43	0.008	0	Ciliated cells	FAM227A
MAATS1	0	0.549490508521777	0.498	0.01	0	Ciliated cells	MAATS1
IQCK	0	0.547980617276487	0.505	0.022	0	Ciliated cells	IQCK
TEX9	0	0.547934698237949	0.494	0.013	0	Ciliated cells	TEX9
CFAP77	0	0.546770925603183	0.474	0.006	0	Ciliated cells	CFAP77
NEK10	0	0.54612658529465	0.474	0.009	0	Ciliated cells	NEK10
TNFRSF19	0	0.544568382098619	0.495	0.022	0	Ciliated cells	TNFRSF19
AFDN	0	0.543715246532213	0.607	0.136	0	Ciliated cells	AFDN
AGBL2	0	0.543277814937721	0.492	0.009	0	Ciliated cells	AGBL2
LRRC6	0	0.542907992990088	0.496	0.017	0	Ciliated cells	LRRC6
C1orf158	0	0.54209819759564	0.483	0.006	0	Ciliated cells	C1orf158
RRAD1	0	0.54152855747713	0.528	0.133	0	Ciliated cells	RRAD
TSGA10	0	0.540867732270345	0.493	0.016	0	Ciliated cells	TSGA10
IFT88	0	0.539431617694117	0.513	0.038	0	Ciliated cells	IFT88
RIIAD1	0	0.53930050042731	0.47	0.007	0	Ciliated cells	RIIAD1
WDR19	0	0.539182719692366	0.51	0.034	0	Ciliated cells	WDR19
PPP1R14C	0	0.536195563114916	0.512	0.036	0	Ciliated cells	PPP1R14C
UBE2H	0	0.535868214116648	0.65	0.248	0	Ciliated cells	UBE2H
NWD1	0	0.534891900696024	0.441	0.005	0	Ciliated cells	NWD1
BCL2L1	0	0.534813522662708	0.624	0.184	0	Ciliated cells	BCL2L1
SLC22A4	0	0.532539878531994	0.48	0.013	0	Ciliated cells	SLC22A4
C6orf132	0	0.531992673071617	0.502	0.03	0	Ciliated cells	C6orf132
PIH1D3	0	0.531090745376948	0.472	0.006	0	Ciliated cells	PIH1D3
RUVBL2	0	0.530941587378086	0.524	0.053	0	Ciliated cells	RUVBL2
MAP1B	0	0.530201310046127	0.435	0.018	0	Ciliated cells	MAP1B
KCTD122	0	0.529998123394948	0.688	0.284	0	Ciliated cells	KCTD12
UNC119B	0	0.529622636869641	0.511	0.04	0	Ciliated cells	UNC119B
PITPNM1	0	0.529458855350596	0.55	0.105	0	Ciliated cells	PITPNM1
GOLM1	0	0.529022658495362	0.546	0.117	0	Ciliated cells	GOLM1
MRPS31	0	0.527512263243387	0.537	0.076	0	Ciliated cells	MRPS31
PALMD	0	0.526071125348763	0.483	0.029	0	Ciliated cells	PALMD
TMEM232	0	0.524458393067102	0.475	0.008	0	Ciliated cells	TMEM232
ANKRD65	0	0.524211265606901	0.485	0.04	0	Ciliated cells	ANKRD65
HIPK1	0	0.524193393233585	0.655	0.215	0	Ciliated cells	HIPK1
KRT81	0	0.524161549351316	0.54	0.099	0	Ciliated cells	KRT8
EFNA11	0	0.523553155844559	0.434	0.138	0	Ciliated cells	EFNA1
METRN	0	0.523412408910524	0.487	0.031	0	Ciliated cells	METRN
F11R	0	0.521830946208365	0.653	0.222	0	Ciliated cells	F11R
PGRMC1	0	0.520782290944552	0.614	0.176	0	Ciliated cells	PGRMC1
DEGS2	0	0.520000069724313	0.433	0.012	0	Ciliated cells	DEGS2
DNAL4	0	0.519841760944581	0.509	0.059	0	Ciliated cells	DNAL4
APPL2	0	0.519504107265643	0.485	0.066	0	Ciliated cells	APPL2
RPA3	0	0.51898988121751	0.586	0.114	0	Ciliated cells	RPA3
SLC22A23	0	0.518736453979485	0.497	0.04	0	Ciliated cells	SLC22A23
ANKRD37	0	0.518726980032248	0.565	0.187	0	Ciliated cells	ANKRD37
SOX9	0	0.51726562460673	0.375	0.035	0	Ciliated cells	SOX9
SLFN13	0	0.516815445252845	0.496	0.04	0	Ciliated cells	SLFN13
DTX3	0	0.516489189552073	0.519	0.064	0	Ciliated cells	DTX3
TRIM29	0	0.516259334407127	0.423	0.01	0	Ciliated cells	TRIM29
SSBP3	0	0.516171818662151	0.606	0.162	0	Ciliated cells	SSBP3
CLUAP1	0	0.515997729798621	0.488	0.038	0	Ciliated cells	CLUAP1
TTC26	0	0.515287442181922	0.489	0.013	0	Ciliated cells	TTC26
IFT22	0	0.51510374680298	0.486	0.026	0	Ciliated cells	IFT22
RCAN3	0	0.514661572475057	0.528	0.081	0	Ciliated cells	RCAN3
IFT172	0	0.514342796086414	0.496	0.024	0	Ciliated cells	IFT172
PAPSS11	0	0.514339017007208	0.652	0.226	0	Ciliated cells	PAPSS1
PTPRN2	0	0.513723421118004	0.491	0.036	0	Ciliated cells	PTPRN2
MT-ND21	0	0.512557981536842	1	1	0	Ciliated cells	MT-ND2
TCTEX1D2	0	0.511672036596678	0.483	0.017	0	Ciliated cells	TCTEX1D2
MT-ND3	0	0.510976870542504	0.998	1	0	Ciliated cells	MT-ND3
SQLE	0	0.510888693731177	0.49	0.074	0	Ciliated cells	SQLE
COPRS	0	0.510460685412701	0.59	0.137	0	Ciliated cells	COPRS
TRIM2	0	0.509335299431407	0.465	0.036	0	Ciliated cells	TRIM2
OSBPL3	0	0.509277663866949	0.534	0.097	0	Ciliated cells	OSBPL3
MT-CYB	0	0.509155708538422	0.997	0.999	0	Ciliated cells	MT-CYB
CCDC60	0	0.508928615627055	0.455	0.006	0	Ciliated cells	CCDC60
TMEM107	0	0.507927625896998	0.561	0.095	0	Ciliated cells	TMEM107
OR7E47P	0	0.507653189330469	0.439	0.013	0	Ciliated cells	OR7E47P
MAPRE3	0	0.507518911141336	0.516	0.054	0	Ciliated cells	MAPRE3
CLDN3	0	0.50715954319194	0.449	0.023	0	Ciliated cells	CLDN3
TMEM212	0	0.506031102993575	0.432	0.005	0	Ciliated cells	TMEM212
MAP3K19	0	0.505827149166386	0.449	0.005	0	Ciliated cells	MAP3K19
RIPOR21	0	0.504786325269161	0.614	0.172	0	Ciliated cells	RIPOR2
CEP290	0	0.504611595531763	0.495	0.099	0	Ciliated cells	CEP290
SIX1	0	0.503290775415653	0.446	0.015	0	Ciliated cells	SIX1
CFAP69	0	0.503231031568031	0.462	0.011	0	Ciliated cells	CFAP69
IFT43	0	0.501446245286512	0.505	0.054	0	Ciliated cells	IFT43
C11orf16	0	0.500231707177959	0.452	0.006	0	Ciliated cells	C11orf16
CD164L2	0	0.497925479776238	0.446	0.006	0	Ciliated cells	CD164L2
LRRC4	0	0.497557704786691	0.444	0.028	0	Ciliated cells	LRRC4
ATXN7L3B	0	0.497109041797921	0.562	0.138	0	Ciliated cells	ATXN7L3B
SLITRK6	0	0.495854491170854	0.379	0.007	0	Ciliated cells	SLITRK6
KIF19	0	0.495425811607276	0.473	0.013	0	Ciliated cells	KIF19
MDH1B	0	0.494011016276035	0.454	0.007	0	Ciliated cells	MDH1B
ARMC4	0	0.490622816455086	0.453	0.007	0	Ciliated cells	ARMC4
DNER	0	0.488644923493948	0.418	0.008	0	Ciliated cells	DNER
CFAP20	0	0.486630793389977	0.577	0.13	0	Ciliated cells	CFAP20
CRIP2	0	0.486228102291335	0.569	0.094	0	Ciliated cells	CRIP2
CFAP61	0	0.485375062390977	0.438	0.006	0	Ciliated cells	CFAP61
ATP9A	0	0.483400608662397	0.468	0.04	0	Ciliated cells	ATP9A
EFCAB2	0	0.482871873587806	0.464	0.029	0	Ciliated cells	EFCAB2
ANKRD66	0	0.48137924595136	0.447	0.005	0	Ciliated cells	ANKRD66
CFAP36	0	0.480824403775184	0.523	0.096	0	Ciliated cells	CFAP36
EFCAB10	0	0.480059083680301	0.434	0.006	0	Ciliated cells	EFCAB10
SYNE11	0	0.479690648608924	0.598	0.186	0	Ciliated cells	SYNE1
DHCR241	0	0.479148735291723	0.729	0.23	0	Ciliated cells	DHCR24
CYP4X1	0	0.479072304907119	0.436	0.022	0	Ciliated cells	CYP4X1
PPP1R42	0	0.477934070871537	0.433	0.006	0	Ciliated cells	PPP1R42
PLPP2	0	0.477089453981685	0.444	0.016	0	Ciliated cells	PLPP2
HDLBP	0	0.476498176914811	0.651	0.277	0	Ciliated cells	HDLBP
UGDH	0	0.47606589756341	0.486	0.098	0	Ciliated cells	UGDH
KCNRG	0	0.475842532539519	0.435	0.008	0	Ciliated cells	KCNRG
PKIG	0	0.471265351581542	0.483	0.059	0	Ciliated cells	PKIG
C11orf74	0	0.47048775033543	0.456	0.035	0	Ciliated cells	C11orf74
C7orf57	0	0.468091161705324	0.437	0.007	0	Ciliated cells	C7orf57
CMTM4	0	0.467819400643616	0.446	0.036	0	Ciliated cells	CMTM4
WDR34	0	0.46729275606254	0.462	0.037	0	Ciliated cells	WDR34
LRTOMT	0	0.466144579134718	0.435	0.01	0	Ciliated cells	LRTOMT
SPAG1	0	0.464959704335895	0.443	0.031	0	Ciliated cells	SPAG1
MYCBP	0	0.464631145698472	0.486	0.062	0	Ciliated cells	MYCBP
C4orf47	0	0.46392297494889	0.429	0.014	0	Ciliated cells	C4orf47
KRT19	0	0.462102261182056	0.514	0.105	0	Ciliated cells	KRT19
DNAH2	0	0.462030182099557	0.43	0.007	0	Ciliated cells	DNAH2
ADGB	0	0.460572935820768	0.417	0.006	0	Ciliated cells	ADGB
VPS35	0	0.459564227410537	0.612	0.21	0	Ciliated cells	VPS35
ARL3	0	0.459256737873747	0.47	0.056	0	Ciliated cells	ARL3
CFAP54	0	0.457909919234413	0.412	0.007	0	Ciliated cells	CFAP54
CFAP46	0	0.457840671509997	0.419	0.007	0	Ciliated cells	CFAP46
PRRG4	0	0.456453772493647	0.491	0.085	0	Ciliated cells	PRRG4
IFT81	0	0.456016465283796	0.431	0.022	0	Ciliated cells	IFT81
AC084033.3	0	0.455677617397087	0.43	0.019	0	Ciliated cells	AC084033.3
ABI2	0	0.45358530851186	0.484	0.073	0	Ciliated cells	ABI2
DZIP1L	0	0.453489039062103	0.434	0.025	0	Ciliated cells	DZIP1L
TMEM123	0	0.452669027957834	0.664	0.271	0	Ciliated cells	TMEM123
DUSP14	0	0.451724140691759	0.424	0.046	0	Ciliated cells	DUSP14
ST6GALNAC1	0	0.451074192964409	0.429	0.023	0	Ciliated cells	ST6GALNAC1
GON7	0	0.449258903153584	0.463	0.054	0	Ciliated cells	GON7
CLMN	0	0.4488528734303	0.434	0.041	0	Ciliated cells	CLMN
NAT14	0	0.44869591758699	0.423	0.021	0	Ciliated cells	NAT14
ZKSCAN1	0	0.445987336203259	0.481	0.141	0	Ciliated cells	ZKSCAN1
